continents,expressions,10000,10,1,-1,0.11184095800854266
continents,expressions,10000,10,1,0,0.02532129199244082
continents,expressions,10000,10,1,1,0.024940542003605515
continents,expressions,10000,10,1,2,0.025037249957676977
continents,expressions,10000,10,1,3,0.02501337497960776
continents,expressions,10000,10,1,4,0.024469583993777633
continents,expressions,10000,10,1,5,0.02483900001971051
continents,expressions,10000,10,1,6,0.024607624975033104
continents,expressions,10000,10,1,7,0.024512624950148165
continents,expressions,10000,10,1,8,0.02462525002192706
continents,expressions,10000,10,1,9,0.024539209029171616
continents,sodacore,10000,10,1,-1,1.0865992920007557
continents,sodacore,10000,10,1,0,0.035465417022351176
continents,sodacore,10000,10,1,1,0.0343019170104526
continents,sodacore,10000,10,1,2,0.0348013750044629
continents,sodacore,10000,10,1,3,0.03588966699317098
continents,sodacore,10000,10,1,4,0.03467279201140627
continents,sodacore,10000,10,1,5,0.03410833404632285
continents,sodacore,10000,10,1,6,0.03389749996131286
continents,sodacore,10000,10,1,7,0.034751166007481515
continents,sodacore,10000,10,1,8,0.03728699998464435
continents,sodacore,10000,10,1,9,0.03497504099505022
continents,greatexpectations,10000,10,1,-1,0.008433166018221527
continents,greatexpectations,10000,10,1,0,0.007111000013537705
continents,greatexpectations,10000,10,1,1,0.007195750018581748
continents,greatexpectations,10000,10,1,2,0.007199249987024814
continents,greatexpectations,10000,10,1,3,0.0075330419931560755
continents,greatexpectations,10000,10,1,4,0.007429834047798067
continents,greatexpectations,10000,10,1,5,0.007222041953355074
continents,greatexpectations,10000,10,1,6,0.007294750015717
continents,greatexpectations,10000,10,1,7,0.007181499968282878
continents,greatexpectations,10000,10,1,8,0.007161541027016938
continents,greatexpectations,10000,10,1,9,0.007181833032518625
continents,expressions,100000,10,1,-1,0.3295703749754466
continents,expressions,100000,10,1,0,0.24475170799996704
continents,expressions,100000,10,1,1,0.2430543330265209
continents,expressions,100000,10,1,2,0.24926008301554248
continents,expressions,100000,10,1,3,0.2443797499872744
continents,expressions,100000,10,1,4,0.24137620796682313
continents,expressions,100000,10,1,5,0.2400973750045523
continents,expressions,100000,10,1,6,0.24316958303097636
continents,expressions,100000,10,1,7,0.2458656249800697
continents,expressions,100000,10,1,8,0.24361654202220961
continents,expressions,100000,10,1,9,0.24325483298161998
continents,sodacore,100000,10,1,-1,1.042258707981091
continents,sodacore,100000,10,1,0,0.1388022920000367
continents,sodacore,100000,10,1,1,0.1402390839648433
continents,sodacore,100000,10,1,2,0.13958225003443658
continents,sodacore,100000,10,1,3,0.13785366696538404
continents,sodacore,100000,10,1,4,0.1431874999543652
continents,sodacore,100000,10,1,5,0.1423774579889141
continents,sodacore,100000,10,1,6,0.13830587500706315
continents,sodacore,100000,10,1,7,0.13853449997259304
continents,sodacore,100000,10,1,8,0.13911691698012874
continents,sodacore,100000,10,1,9,0.13760295801330358
continents,greatexpectations,100000,10,1,-1,0.06088845804333687
continents,greatexpectations,100000,10,1,0,0.06004650000249967
continents,greatexpectations,100000,10,1,1,0.06124795798677951
continents,greatexpectations,100000,10,1,2,0.06101349997334182
continents,greatexpectations,100000,10,1,3,0.06343195796944201
continents,greatexpectations,100000,10,1,4,0.06905262498185039
continents,greatexpectations,100000,10,1,5,0.06866312498459592
continents,greatexpectations,100000,10,1,6,0.06810974999098107
continents,greatexpectations,100000,10,1,7,0.06457254197448492
continents,greatexpectations,100000,10,1,8,0.0652969169896096
continents,greatexpectations,100000,10,1,9,0.06683899997733533
continents,expressions,1000000,10,1,-1,2.495892333041411
continents,expressions,1000000,10,1,0,2.38698629103601
continents,expressions,1000000,10,1,1,2.362488915969152
continents,expressions,1000000,10,1,2,2.3545040829922073
